distance,speed,elevation_change,temperature,traffic_level,vehicle_type,energy_consumed
19.039735882944445,38.513292883861965,-10.744147439614103,26.90811976835592,1,Mahindra eVerito,3.723148571937919
47.56035816729085,74.1900947378358,-12.953180139200029,31.867255887654892,0,Hyundai Kona EV,9.532786836659039
36.733700119664555,107.29458358764083,85.9381870781555,10.01871595169996,0,MG ZS EV,7.911012109115899
30.13359496775331,93.22248864095612,-12.568070022574084,24.994963984279956,2,Hyundai Kona EV,7.930464354344221
8.222922701900607,100.65611478614497,-9.207541080705347,22.869839325749947,2,Mahindra eVerito,2.776568743730769
8.221728756642031,85.87833667107174,63.90973936269455,33.31321507153084,0,MG ZS EV,2.683078767869888
3.3751388023258735,89.22765645178525,17.460976367580997,36.24348241925042,0,Hyundai Kona EV,1.5914754626593088
43.37571921585929,104.91956515653193,66.50658354327719,0.4862708590954723,1,Mahindra eVerito,8.803092410794116
30.255193081288837,44.966800885918595,-40.19507636534222,26.960796762351706,2,Tata Nexon EV,6.939483609474091
35.549592600904255,68.94249636431405,23.135679051007642,2.073431964789161,1,Tata Nexon EV,8.247697177127911
1.5189324676422211,42.120944181960226,-44.9579599725076,21.954346603094237,1,Hyundai Kona EV,0.8248950742586942
48.51053768201872,118.7668007996647,-40.60201948169682,11.505309161747128,1,Hyundai Kona EV,10.072043499123511
41.705910719620874,114.40593396866133,85.96561800166165,12.271063980885648,0,Tata Nexon EV,9.812007319992777
11.01078597857467,23.942681136850588,-29.113194332360727,14.118340138094263,1,Mahindra eVerito,2.645855393739325
9.50033587675148,90.55751725156884,29.86310234128257,24.851697961984407,1,Mahindra eVerito,2.8800394675798326
9.578523237744974,112.52483174156659,11.664340390105984,13.361998626750768,0,Mahindra eVerito,2.892809926083471
15.559991026497118,38.057534512733355,2.1014989388264027,29.307962023611218,2,Hyundai Kona EV,4.0309996352190955
26.475443365795773,76.79452305526294,84.97500185309087,16.181095422954787,2,MG ZS EV,6.767097611028281
21.88127842278473,111.54882975880419,-46.72649048367658,2.7341280123983447,1,MG ZS EV,5.399811418777816
14.915842439803075,23.394597858579885,49.56845292633837,31.35039369936429,0,MG ZS EV,3.079564577507434
30.786718288757783,89.742026724684,94.50916513203256,11.43033298370824,2,MG ZS EV,7.055907733337355
7.404946102276071,49.734900737255074,34.025227519276285,17.310675183970506,1,MG ZS EV,1.6910077790411868
14.961160102493299,112.43961953765304,90.52336930496378,27.417755328876062,1,Hyundai Kona EV,5.228476667743255
18.634911243037738,117.10582451653677,-42.161318107096434,13.29824628594848,0,Hyundai Kona EV,4.886010014792589
23.075464218743278,114.42664891134339,12.81899786112421,2.263426245868625,1,MG ZS EV,5.986627379961609
39.366210088954176,67.42142166574638,-10.976331355692324,14.956841880512544,2,Hyundai Kona EV,9.104514240711634
10.383852216838807,106.20426509893134,59.623144747109464,37.777943307772134,0,Hyundai Kona EV,3.25231230411129
25.954604701473773,104.45493985350704,97.194563574587,25.669375891942327,2,MG ZS EV,6.489912853790509
29.824521158671104,51.91004732432556,-11.520490633362826,26.85916594668828,2,Mahindra eVerito,5.641462912151509
2.7992954296398875,102.89154741506773,48.12619022111117,25.291286145505595,2,Hyundai Kona EV,1.8567375585950623
30.573470169121197,23.700763471549262,-20.28535508603898,7.959685558377472,1,Mahindra eVerito,6.239150132311067
8.94094412252093,79.6269878482053,34.79953818574148,16.733354564091204,1,Hyundai Kona EV,2.7224745248126627
3.7200538527713363,43.000883728770305,19.589873003250432,30.03759193453273,2,Hyundai Kona EV,2.362197968935953
47.469834094039996,32.05668857772788,95.80079944473056,4.054915902126366,2,MG ZS EV,9.850698104737805
48.29878563719069,27.695320162920915,41.27909090446998,11.11411104358849,0,Hyundai Kona EV,9.321997323096578
40.515668731764826,89.62887758781397,2.425955813022817,11.052764338634145,0,Tata Nexon EV,8.464369902521147
15.578381574081849,53.98749637680661,-32.88563226680999,17.28075710378024,1,Tata Nexon EV,3.4970459387565103
5.334769643316002,92.47667715287615,-27.312975689759817,39.214749637687405,1,MG ZS EV,2.7575798203299877
34.369534812351766,26.535634079894237,-16.20246050731474,2.7001018673528776,0,Mahindra eVerito,5.485059916472263
22.287548440110264,51.52903378306104,-12.355000798955302,20.748039775223802,2,Mahindra eVerito,5.9007719793944045
6.540892624816552,73.94912923753373,77.59240867617068,7.174587280488418,1,Mahindra eVerito,2.1191013682401825
25.011257050507876,99.07231648389636,34.183418242378735,38.827061816389765,2,Tata Nexon EV,7.138866651478055
