distance,speed,elevation_change,temperature,traffic_level,vehicle_type,energy_consumed,drive_mode
19.039735882944445,38.513292883861965,-10.744147439614103,26.90811976835592,1,Mahindra eVerito,3.350833714744127,Eco
19.039735882944445,38.513292883861965,-10.744147439614103,26.90811976835592,1,Mahindra eVerito,3.723148571937919,Normal
19.039735882944445,38.513292883861965,-10.744147439614103,26.90811976835592,1,Mahindra eVerito,4.095463429131711,Sport
47.56035816729085,74.1900947378358,-12.953180139200027,31.86725588765489,0,Hyundai Kona EV,8.579508152993137,Eco
47.56035816729085,74.1900947378358,-12.953180139200027,31.86725588765489,0,Hyundai Kona EV,9.53278683665904,Normal
47.56035816729085,74.1900947378358,-12.953180139200027,31.86725588765489,0,Hyundai Kona EV,10.486065520324946,Sport
36.73370011966456,107.29458358764084,85.9381870781555,10.01871595169996,0,MG ZS EV,7.119910898204309,Eco
36.73370011966456,107.29458358764084,85.9381870781555,10.01871595169996,0,MG ZS EV,7.911012109115899,Normal
36.73370011966456,107.29458358764084,85.9381870781555,10.01871595169996,0,MG ZS EV,8.70211332002749,Sport
30.13359496775331,93.22248864095612,-12.568070022574084,24.99496398427996,2,Hyundai Kona EV,7.137417918909799,Eco
30.13359496775331,93.22248864095612,-12.568070022574084,24.99496398427996,2,Hyundai Kona EV,7.930464354344221,Normal
30.13359496775331,93.22248864095612,-12.568070022574084,24.99496398427996,2,Hyundai Kona EV,8.723510789778643,Sport
8.222922701900607,100.65611478614495,-9.207541080705347,22.869839325749947,2,Mahindra eVerito,2.498911869357692,Eco
8.222922701900607,100.65611478614495,-9.207541080705347,22.869839325749947,2,Mahindra eVerito,2.776568743730769,Normal
8.222922701900607,100.65611478614495,-9.207541080705347,22.869839325749947,2,Mahindra eVerito,3.054225618103846,Sport
8.221728756642031,85.87833667107174,63.90973936269455,33.31321507153084,0,MG ZS EV,2.4147708910828993,Eco
8.221728756642031,85.87833667107174,63.90973936269455,33.31321507153084,0,MG ZS EV,2.683078767869888,Normal
8.221728756642031,85.87833667107174,63.90973936269455,33.31321507153084,0,MG ZS EV,2.951386644656877,Sport
3.375138802325873,89.22765645178525,17.460976367580997,36.24348241925042,0,Hyundai Kona EV,1.432327916393378,Eco
3.375138802325873,89.22765645178525,17.460976367580997,36.24348241925042,0,Hyundai Kona EV,1.5914754626593088,Normal
3.375138802325873,89.22765645178525,17.460976367580997,36.24348241925042,0,Hyundai Kona EV,1.75062300892524,Sport
43.37571921585929,104.91956515653192,66.50658354327719,0.4862708590954723,1,Mahindra eVerito,7.922783169714705,Eco
43.37571921585929,104.91956515653192,66.50658354327719,0.4862708590954723,1,Mahindra eVerito,8.803092410794116,Normal
43.37571921585929,104.91956515653192,66.50658354327719,0.4862708590954723,1,Mahindra eVerito,9.68340165187353,Sport
30.25519308128884,44.9668008859186,-40.19507636534222,26.960796762351706,2,Tata Nexon EV,6.245535248526682,Eco
30.25519308128884,44.9668008859186,-40.19507636534222,26.960796762351706,2,Tata Nexon EV,6.939483609474091,Normal
30.25519308128884,44.9668008859186,-40.19507636534222,26.960796762351706,2,Tata Nexon EV,7.6334319704215,Sport
35.549592600904255,68.94249636431405,23.13567905100764,2.073431964789161,1,Tata Nexon EV,7.42292745941512,Eco
35.549592600904255,68.94249636431405,23.13567905100764,2.073431964789161,1,Tata Nexon EV,8.247697177127911,Normal
35.549592600904255,68.94249636431405,23.13567905100764,2.073431964789161,1,Tata Nexon EV,9.072466894840703,Sport
1.5189324676422211,42.12094418196023,-44.9579599725076,21.95434660309424,1,Hyundai Kona EV,0.7424055668328249,Eco
1.5189324676422211,42.12094418196023,-44.9579599725076,21.95434660309424,1,Hyundai Kona EV,0.8248950742586942,Normal
1.5189324676422211,42.12094418196023,-44.9579599725076,21.95434660309424,1,Hyundai Kona EV,0.9073845816845637,Sport
48.51053768201872,118.7668007996647,-40.60201948169682,11.505309161747128,1,Hyundai Kona EV,9.06483914921116,Eco
48.51053768201872,118.7668007996647,-40.60201948169682,11.505309161747128,1,Hyundai Kona EV,10.072043499123511,Normal
48.51053768201872,118.7668007996647,-40.60201948169682,11.505309161747128,1,Hyundai Kona EV,11.079247849035863,Sport
41.70591071962088,114.40593396866132,85.96561800166165,12.271063980885648,0,Tata Nexon EV,8.8308065879935,Eco
41.70591071962088,114.40593396866132,85.96561800166165,12.271063980885648,0,Tata Nexon EV,9.812007319992777,Normal
41.70591071962088,114.40593396866132,85.96561800166165,12.271063980885648,0,Tata Nexon EV,10.793208051992055,Sport
11.01078597857467,23.942681136850588,-29.113194332360727,14.118340138094265,1,Mahindra eVerito,2.3812698543653927,Eco
11.01078597857467,23.942681136850588,-29.113194332360727,14.118340138094265,1,Mahindra eVerito,2.645855393739325,Normal
11.01078597857467,23.942681136850588,-29.113194332360727,14.118340138094265,1,Mahindra eVerito,2.910440933113258,Sport
9.50033587675148,90.55751725156884,29.86310234128257,24.851697961984407,1,Mahindra eVerito,2.5920355208218493,Eco
9.50033587675148,90.55751725156884,29.86310234128257,24.851697961984407,1,Mahindra eVerito,2.8800394675798326,Normal
9.50033587675148,90.55751725156884,29.86310234128257,24.851697961984407,1,Mahindra eVerito,3.168043414337816,Sport
9.578523237744974,112.5248317415666,11.664340390105984,13.361998626750768,0,Mahindra eVerito,2.603528933475124,Eco
9.578523237744974,112.5248317415666,11.664340390105984,13.361998626750768,0,Mahindra eVerito,2.892809926083471,Normal
9.578523237744974,112.5248317415666,11.664340390105984,13.361998626750768,0,Mahindra eVerito,3.1820909186918183,Sport
15.559991026497118,38.05753451273336,2.1014989388264027,29.307962023611218,2,Hyundai Kona EV,3.627899671697187,Eco
15.559991026497118,38.05753451273336,2.1014989388264027,29.307962023611218,2,Hyundai Kona EV,4.030999635219096,Normal
15.559991026497118,38.05753451273336,2.1014989388264027,29.307962023611218,2,Hyundai Kona EV,4.434099598741007,Sport
26.475443365795773,76.79452305526294,84.97500185309087,16.181095422954787,2,MG ZS EV,6.090387849925453,Eco
26.475443365795773,76.79452305526294,84.97500185309087,16.181095422954787,2,MG ZS EV,6.767097611028281,Normal
26.475443365795773,76.79452305526294,84.97500185309087,16.181095422954787,2,MG ZS EV,7.4438073721311095,Sport
21.88127842278473,111.5488297588042,-46.72649048367658,2.7341280123983447,1,MG ZS EV,4.859830276900034,Eco
21.88127842278473,111.5488297588042,-46.72649048367658,2.7341280123983447,1,MG ZS EV,5.399811418777816,Normal
21.88127842278473,111.5488297588042,-46.72649048367658,2.7341280123983447,1,MG ZS EV,5.939792560655598,Sport
14.915842439803075,23.394597858579885,49.56845292633837,31.35039369936429,0,MG ZS EV,2.7716081197566904,Eco
14.915842439803075,23.394597858579885,49.56845292633837,31.35039369936429,0,MG ZS EV,3.079564577507434,Normal
14.915842439803075,23.394597858579885,49.56845292633837,31.35039369936429,0,MG ZS EV,3.3875210352581777,Sport
30.786718288757783,89.742026724684,94.50916513203256,11.43033298370824,2,MG ZS EV,6.350316960003619,Eco
30.786718288757783,89.742026724684,94.50916513203256,11.43033298370824,2,MG ZS EV,7.055907733337355,Normal
30.786718288757783,89.742026724684,94.50916513203256,11.43033298370824,2,MG ZS EV,7.761498506671091,Sport
7.404946102276071,49.734900737255074,34.025227519276285,17.310675183970506,1,MG ZS EV,1.5219070011370681,Eco
7.404946102276071,49.734900737255074,34.025227519276285,17.310675183970506,1,MG ZS EV,1.6910077790411868,Normal
7.404946102276071,49.734900737255074,34.025227519276285,17.310675183970506,1,MG ZS EV,1.8601085569453057,Sport
14.9611601024933,112.43961953765304,90.52336930496378,27.417755328876066,1,Hyundai Kona EV,4.70562900096893,Eco
14.9611601024933,112.43961953765304,90.52336930496378,27.417755328876066,1,Hyundai Kona EV,5.228476667743255,Normal
14.9611601024933,112.43961953765304,90.52336930496378,27.417755328876066,1,Hyundai Kona EV,5.751324334517581,Sport
18.634911243037735,117.10582451653676,-42.161318107096434,13.29824628594848,0,Hyundai Kona EV,4.397409013313331,Eco
18.634911243037735,117.10582451653676,-42.161318107096434,13.29824628594848,0,Hyundai Kona EV,4.886010014792589,Normal
18.634911243037735,117.10582451653676,-42.161318107096434,13.29824628594848,0,Hyundai Kona EV,5.374611016271849,Sport
23.07546421874328,114.4266489113434,12.81899786112421,2.263426245868625,1,MG ZS EV,5.387964641965448,Eco
23.07546421874328,114.4266489113434,12.81899786112421,2.263426245868625,1,MG ZS EV,5.986627379961609,Normal
23.07546421874328,114.4266489113434,12.81899786112421,2.263426245868625,1,MG ZS EV,6.58529011795777,Sport
39.366210088954176,67.42142166574638,-10.976331355692324,14.956841880512544,2,Hyundai Kona EV,8.194062816640471,Eco
39.366210088954176,67.42142166574638,-10.976331355692324,14.956841880512544,2,Hyundai Kona EV,9.104514240711634,Normal
39.366210088954176,67.42142166574638,-10.976331355692324,14.956841880512544,2,Hyundai Kona EV,10.014965664782798,Sport
10.383852216838807,106.20426509893134,59.62314474710946,37.77794330777213,0,Hyundai Kona EV,2.927081073700161,Eco
10.383852216838807,106.20426509893134,59.62314474710946,37.77794330777213,0,Hyundai Kona EV,3.25231230411129,Normal
10.383852216838807,106.20426509893134,59.62314474710946,37.77794330777213,0,Hyundai Kona EV,3.577543534522419,Sport
25.954604701473773,104.45493985350704,97.194563574587,25.669375891942327,2,MG ZS EV,5.840921568411458,Eco
25.954604701473773,104.45493985350704,97.194563574587,25.669375891942327,2,MG ZS EV,6.489912853790509,Normal
25.954604701473773,104.45493985350704,97.194563574587,25.669375891942327,2,MG ZS EV,7.1389041391695605,Sport
29.824521158671104,51.91004732432556,-11.520490633362826,26.85916594668828,2,Mahindra eVerito,5.077316620936358,Eco
29.824521158671104,51.91004732432556,-11.520490633362826,26.85916594668828,2,Mahindra eVerito,5.641462912151509,Normal
29.824521158671104,51.91004732432556,-11.520490633362826,26.85916594668828,2,Mahindra eVerito,6.20560920336666,Sport
2.7992954296398875,102.89154741506772,48.12619022111117,25.291286145505595,2,Hyundai Kona EV,1.6710638027355562,Eco
2.7992954296398875,102.89154741506772,48.12619022111117,25.291286145505595,2,Hyundai Kona EV,1.8567375585950625,Normal
2.7992954296398875,102.89154741506772,48.12619022111117,25.291286145505595,2,Hyundai Kona EV,2.042411314454569,Sport
30.5734701691212,23.700763471549266,-20.28535508603898,7.959685558377472,1,Mahindra eVerito,5.615235119079961,Eco
30.5734701691212,23.700763471549266,-20.28535508603898,7.959685558377472,1,Mahindra eVerito,6.239150132311067,Normal
30.5734701691212,23.700763471549266,-20.28535508603898,7.959685558377472,1,Mahindra eVerito,6.8630651455421745,Sport
8.94094412252093,79.6269878482053,34.79953818574148,16.733354564091204,1,Hyundai Kona EV,2.4502270723313964,Eco
8.94094412252093,79.6269878482053,34.79953818574148,16.733354564091204,1,Hyundai Kona EV,2.7224745248126627,Normal
8.94094412252093,79.6269878482053,34.79953818574148,16.733354564091204,1,Hyundai Kona EV,2.994721977293929,Sport
3.720053852771336,43.00088372877031,19.589873003250432,30.03759193453273,2,Hyundai Kona EV,2.1259781720423576,Eco
3.720053852771336,43.00088372877031,19.589873003250432,30.03759193453273,2,Hyundai Kona EV,2.362197968935953,Normal
3.720053852771336,43.00088372877031,19.589873003250432,30.03759193453273,2,Hyundai Kona EV,2.598417765829548,Sport
47.46983409404,32.05668857772788,95.80079944473056,4.054915902126366,2,MG ZS EV,8.865628294264024,Eco
47.46983409404,32.05668857772788,95.80079944473056,4.054915902126366,2,MG ZS EV,9.850698104737804,Normal
47.46983409404,32.05668857772788,95.80079944473056,4.054915902126366,2,MG ZS EV,10.835767915211585,Sport
